Package Name,Package Version,Code Coverage,CVE Analysis Safety,Static Code Analysis Status,Dynamic Program Analysis Status
perl-module-encode,5.34.3,46,8,20,45
perl-module-encode--pm,5.34.3,55,10,74,100
perl-module-encode--t,5.34.3,66,39,24,52
perl-module-encode-alias,5.34.3,86,43,63,80
perl-module-encode-byte,5.34.3,59,87,31,8
perl-module-encode-changes,5.34.3,31,79,11,99
perl-module-encode-cjkconstants,5.34.3,40,82,71,90
perl-module-encode-cn,5.34.3,4,78,97,74
perl-module-encode-cn-hz,5.34.3,17,68,85,27
perl-module-encode-config,5.34.3,57,70,65,90
perl-module-encode-configlocal-pm,5.34.3,22,70,73,70
perl-module-encode-ebcdic,5.34.3,74,20,58,80
perl-module-encode-encoder,5.34.3,23,3,40,78
perl-module-encode-encoding,5.34.3,19,45,88,30
perl-module-encode-gsm0338,5.34.3,21,83,51,25
perl-module-encode-guess,5.34.3,83,32,52,73
perl-module-encode-jp,5.34.3,68,78,30,49
perl-module-encode-jp-h2z,5.34.3,83,46,83,81
perl-module-encode-jp-jis7,5.34.3,62,99,69,99
perl-module-encode-kr,5.34.3,37,5,40,47
perl-module-encode-kr-2022-kr,5.34.3,24,98,71,8
perl-module-encode-makefile-pl,5.34.3,3,45,99,57
perl-module-encode-mime-header,5.34.3,2,60,14,32
perl-module-encode-mime-header-iso-2022-jp,5.34.3,53,21,0,53
perl-module-encode-mime-name,5.34.3,12,8,51,19
perl-module-encode-readme,5.34.3,69,8,66,61
perl-module-encode-symbol,5.34.3,47,89,49,8
perl-module-encode-tw,5.34.3,0,41,67,78
perl-module-encode-unicode,5.34.3,77,78,75,44
perl-module-encode-unicode-utf7,5.34.3,12,25,10,48
perl-module-encoding,5.34.3,46,20,15,72
perl-module-encoding-warnings,5.34.3,65,54,29,69
perl-module-english,5.34.3,2,56,8,80
perl-module-env,5.34.3,2,71,36,67
perl-module-errno,5.34.3,85,77,33,88
perl-module-experimental,5.34.3,44,56,65,38
perl-module-exporter,5.34.3,74,14,8,81
perl-module-exporter-heavy,5.34.3,80,79,40,59
perl-module-extutils-cbuilder,5.34.3,27,27,34,46
perl-module-extutils-cbuilder-base,5.34.3,7,100,93,32
perl-module-extutils-cbuilder-platform-aix,5.34.3,96,0,84,76
perl-module-extutils-cbuilder-platform-android,5.34.3,70,78,87,36
perl-module-extutils-cbuilder-platform-cygwin,5.34.3,67,78,14,97
perl-module-extutils-cbuilder-platform-darwin,5.34.3,25,100,67,29
perl-module-extutils-cbuilder-platform-dec-osf,5.34.3,49,67,55,84
perl-module-extutils-cbuilder-platform-os2,5.34.3,19,21,46,18
perl-module-extutils-cbuilder-platform-unix,5.34.3,60,24,90,21
perl-module-extutils-cbuilder-platform-vms,5.34.3,1,86,6,32
perl-module-extutils-cbuilder-platform-windows,5.34.3,2,39,68,95
perl-module-extutils-cbuilder-platform-windows-bcc,5.34.3,83,45,98,80
perl-module-extutils-cbuilder-platform-windows-gcc,5.34.3,85,42,27,87
perl-module-extutils-cbuilder-platform-windows-msvc,5.34.3,36,59,2,18
perl-module-extutils-command,5.34.3,87,62,59,74
perl-module-extutils-command-mm,5.34.3,15,21,21,97
perl-module-extutils-constant,5.34.3,35,55,70,12
perl-module-extutils-constant-base,5.34.3,28,42,93,26
perl-module-extutils-constant-proxysubs,5.34.3,27,91,95,42
perl-module-extutils-constant-utils,5.34.3,16,24,75,43
perl-module-extutils-constant-xs,5.34.3,8,88,69,51
perl-module-extutils-embed,5.34.3,9,63,0,69
perl-module-extutils-install,5.34.3,38,53,39,55
perl-module-extutils-installed,5.34.3,20,44,75,49
perl-module-extutils-liblist,5.34.3,70,93,29,2
perl-module-extutils-liblist-kid,5.34.3,98,81,21,7
perl-module-extutils-makemaker,5.34.3,0,70,76,29
perl-module-extutils-makemaker-config,5.34.3,6,9,33,16
perl-module-extutils-makemaker-locale,5.34.3,39,52,65,57
perl-module-extutils-makemaker-version,5.34.3,92,98,63,23
perl-module-extutils-manifest,5.34.3,15,59,6,62
perl-module-extutils-miniperl,5.34.3,91,16,88,87
perl-module-extutils-mkbootstrap,5.34.3,52,84,91,97
perl-module-extutils-mksymlists,5.34.3,36,28,5,72
perl-module-extutils-mm,5.34.3,78,72,33,70
perl-module-extutils-mm-aix,5.34.3,69,88,99,36
perl-module-extutils-mm-any,5.34.3,32,53,83,80
perl-module-extutils-mm-beos,5.34.3,16,58,58,13
perl-module-extutils-mm-cygwin,5.34.3,73,98,2,11
perl-module-extutils-mm-darwin,5.34.3,59,61,47,62
perl-module-extutils-mm-dos,5.34.3,1,5,26,0
perl-module-extutils-mm-macos,5.34.3,33,51,76,57
perl-module-extutils-mm-nw5,5.34.3,30,21,89,10
perl-module-extutils-mm-os2,5.34.3,97,23,81,67
perl-module-extutils-mm-os390,5.34.3,87,10,60,82
perl-module-extutils-mm-qnx,5.34.3,17,46,45,73
perl-module-extutils-mm-unix,5.34.3,67,77,55,26
perl-module-extutils-mm-uwin,5.34.3,74,35,55,91
perl-module-extutils-mm-vms,5.34.3,2,50,77,9
perl-module-extutils-mm-vos,5.34.3,41,89,33,97
perl-module-extutils-mm-win32,5.34.3,87,96,20,72
perl-module-extutils-mm-win95,5.34.3,44,83,55,26
perl-module-extutils-my,5.34.3,39,80,2,55
perl-module-extutils-packlist,5.34.3,88,33,23,52
perl-module-extutils-parsexs,5.34.3,98,47,50,100
perl-module-extutils-parsexs-constants,5.34.3,93,69,14,22
perl-module-extutils-parsexs-countlines,5.34.3,61,71,20,94
perl-module-extutils-parsexs-eval,5.34.3,8,67,78,38
perl-module-extutils-parsexs-utilities,5.34.3,36,65,37,63
perl-module-extutils-pl2bat,5.34.3,1,94,66,95
perl-module-extutils-testlib,5.34.3,50,36,43,15
perl-module-extutils-typemaps,5.34.3,79,38,39,44
perl-module-extutils-typemaps-cmd,5.34.3,70,16,61,45
perl-module-extutils-typemaps-inputmap,5.34.3,28,84,30,61
perl-module-extutils-typemaps-outputmap,5.34.3,75,24,70,1
perl-module-extutils-typemaps-type,5.34.3,79,61,34,14
perl-module-fatal,5.34.3,54,88,12,17
perl-module-fcntl,5.34.3,75,81,50,4
perl-module-feature,5.34.3,12,54,84,64
perl-module-fields,5.34.3,97,92,13,21
perl-module-file-basename,5.34.3,89,10,10,40
perl-module-file-compare,5.34.3,76,76,34,0
perl-module-file-copy,5.34.3,34,63,5,77
perl-module-file-dosglob,5.34.3,43,84,1,2
perl-module-file-fetch,5.34.3,57,26,29,39
perl-module-file-find,5.34.3,5,87,42,86
perl-module-file-glob,5.34.3,49,48,47,33
perl-module-file-globmapper,5.34.3,90,70,87,34
perl-module-file-path,5.34.3,47,27,91,15
perl-module-file-spec,5.34.3,23,21,3,18
perl-module-file-spec-amigaos,5.34.3,19,25,76,71
perl-module-file-spec-cygwin,5.34.3,15,59,42,64
perl-module-file-spec-epoc,5.34.3,5,2,17,65
perl-module-file-spec-functions,5.34.3,40,11,29,96
perl-module-file-spec-mac,5.34.3,19,98,6,80
perl-module-file-spec-os2,5.34.3,13,52,9,91
perl-module-file-spec-unix,5.34.3,2,20,89,53
perl-module-file-spec-vms,5.34.3,27,9,0,59
perl-module-file-spec-win32,5.34.3,90,36,35,11
perl-module-file-stat,5.34.3,58,81,57,51
perl-module-file-temp,5.34.3,72,65,80,51
perl-module-filecache,5.34.3,76,76,33,47
perl-module-filehandle,5.34.3,45,47,7,28
perl-module-filetest,5.34.3,7,9,93,39
perl-module-filter-simple,5.34.3,92,83,16,45
perl-module-filter-util-call,5.34.3,98,58,92,43
perl-module-findbin,5.34.3,78,30,45,4
perl-module-gdbm-file,5.34.3,63,39,88,39
perl-module-getopt-long,5.34.3,65,1,24,39
perl-module-getopt-std,5.34.3,57,72,96,77
perl-module-hash-util,5.34.3,65,26,87,4
perl-module-hash-util-fieldhash,5.34.3,44,84,86,0
perl-module-http-tiny,5.34.3,31,20,9,87
perl-module-i18n-collate,5.34.3,81,29,40,60
perl-module-i18n-langinfo,5.34.3,97,31,28,55
perl-module-i18n-langtags,5.34.3,99,75,88,29
perl-module-i18n-langtags-detect,5.34.3,70,78,42,60
perl-module-i18n-langtags-list,5.34.3,87,81,94,25
perl-module-if,5.34.3,76,44,15,48
perl-module-integer,5.34.3,87,74,41,46
perl-module-io,5.34.3,91,26,31,12
perl-module-io-compress-adapter-bzip2,5.34.3,23,97,98,60
perl-module-io-compress-adapter-deflate,5.34.3,87,50,30,0
perl-module-io-compress-adapter-identity,5.34.3,1,87,48,91
perl-module-io-compress-base,5.34.3,27,23,48,81
perl-module-io-compress-base-common,5.34.3,28,26,63,38
perl-module-io-compress-bzip2,5.34.3,22,94,69,62
perl-module-io-compress-deflate,5.34.3,72,57,15,43
perl-module-io-compress-gzip,5.34.3,74,14,37,28
perl-module-io-compress-gzip-constants,5.34.3,54,73,69,100
perl-module-io-compress-rawdeflate,5.34.3,59,53,92,56
perl-module-io-compress-zip,5.34.3,17,29,7,70
perl-module-io-compress-zip-constants,5.34.3,99,77,56,41
perl-module-io-compress-zlib-constants,5.34.3,97,17,65,23
perl-module-io-compress-zlib-extra,5.34.3,94,9,76,34
perl-module-io-dir,5.34.3,93,3,55,78
perl-module-io-file,5.34.3,95,17,22,85
perl-module-io-handle,5.34.3,3,76,81,79
perl-module-io-pipe,5.34.3,64,69,62,49
perl-module-io-poll,5.34.3,40,61,32,34
perl-module-io-seekable,5.34.3,41,18,78,56
perl-module-io-select,5.34.3,83,1,24,40
perl-module-io-socket,5.34.3,21,46,16,85
perl-module-io-socket-inet,5.34.3,19,29,85,48
perl-module-io-socket-ip,5.34.3,13,10,43,93
perl-module-io-socket-unix,5.34.3,97,70,4,74
perl-module-io-uncompress-adapter-bunzip2,5.34.3,78,93,84,77
perl-module-io-uncompress-adapter-identity,5.34.3,91,78,30,57
perl-module-io-uncompress-adapter-inflate,5.34.3,74,99,16,35
perl-module-io-uncompress-anyinflate,5.34.3,33,8,79,72
perl-module-io-uncompress-anyuncompress,5.34.3,35,78,9,79
perl-module-io-uncompress-base,5.34.3,48,55,96,14
perl-module-io-uncompress-bunzip2,5.34.3,39,7,4,78
perl-module-io-uncompress-gunzip,5.34.3,74,38,9,2
perl-module-io-uncompress-inflate,5.34.3,26,18,31,83
perl-module-io-uncompress-rawinflate,5.34.3,9,64,47,60
perl-module-io-uncompress-unzip,5.34.3,65,74,53,77
perl-module-io-zlib,5.34.3,11,34,16,99
perl-module-ipc-cmd,5.34.3,81,10,55,7
perl-module-ipc-msg,5.34.3,10,26,63,45
perl-module-ipc-open2,5.34.3,55,66,35,75
perl-module-ipc-open3,5.34.3,25,55,2,47
perl-module-ipc-semaphore,5.34.3,83,37,24,13
perl-module-ipc-sharedmem,5.34.3,5,87,19,54
perl-module-ipc-sysv,5.34.3,37,86,95,6
perl-module-json-pp,5.34.3,87,85,85,37
perl-module-json-pp-boolean,5.34.3,48,62,88,100
perl-module-less,5.34.3,21,47,49,22
perl-module-lib,5.34.3,61,92,92,41
perl-module-list-util,5.34.3,40,37,16,41
perl-module-list-util-xs,5.34.3,27,48,50,15
perl-module-load,5.34.3,48,65,43,41
perl-module-loaded,5.34.3,51,25,3,13
perl-module-locale,5.34.3,65,29,49,37
perl-module-locale-maketext,5.34.3,78,61,10,83
perl-module-locale-maketext-guts,5.34.3,13,23,81,47
perl-module-locale-maketext-gutsloader,5.34.3,41,49,16,70
perl-module-locale-maketext-simple,5.34.3,4,52,20,68
perl-module-math-bigfloat,5.34.3,43,45,6,29
perl-module-math-bigfloat-trace,5.34.3,54,38,81,97
perl-module-math-bigint,5.34.3,14,84,40,22
perl-module-math-bigint-calc,5.34.3,58,47,2,39
perl-module-math-bigint-fastcalc,5.34.3,60,51,84,34
perl-module-math-bigint-lib,5.34.3,85,64,56,38
perl-module-math-bigint-trace,5.34.3,74,23,74,68
perl-module-math-bigrat,5.34.3,42,94,58,27
perl-module-math-complex,5.34.3,29,24,60,85
perl-module-math-trig,5.34.3,67,91,5,30
perl-module-memoize,5.34.3,18,43,62,11
perl-module-memoize-anydbm-file,5.34.3,19,90,43,58
perl-module-memoize-expire,5.34.3,65,24,14,14
perl-module-memoize-expirefile,5.34.3,26,55,94,25
perl-module-memoize-expiretest,5.34.3,97,95,36,17
perl-module-memoize-ndbm-file,5.34.3,4,74,23,2
perl-module-memoize-sdbm-file,5.34.3,92,93,15,11
perl-module-memoize-storable,5.34.3,75,34,15,42
perl-module-meta-notation,5.34.3,46,69,8,100
perl-module-metadata,5.34.3,65,97,73,62
perl-module-mime-base64,5.34.3,1,2,14,2
perl-module-mime-quotedprint,5.34.3,26,30,69,23
perl-module-mro,5.34.3,6,22,36,74
perl-module-ndbm-file,5.34.3,4,22,94,21
perl-module-net-cmd,5.34.3,67,53,27,37
perl-module-net-config,5.34.3,51,70,28,1
perl-module-net-domain,5.34.3,0,50,20,46
perl-module-net-ftp,5.34.3,9,93,94,0
perl-module-net-ftp-a,5.34.3,53,84,39,18
perl-module-net-ftp-dataconn,5.34.3,18,21,64,25
perl-module-net-ftp-e,5.34.3,34,79,45,80
perl-module-net-ftp-i,5.34.3,86,69,76,100
perl-module-net-ftp-l,5.34.3,79,70,58,68
perl-module-net-hostent,5.34.3,35,43,97,45
perl-module-net-netent,5.34.3,14,8,91,55
perl-module-net-netrc,5.34.3,45,20,62,6
perl-module-net-nntp,5.34.3,10,94,24,67
perl-module-net-ping,5.34.3,81,36,22,87
perl-module-net-pop3,5.34.3,53,60,6,47
perl-module-net-protoent,5.34.3,95,49,99,61
perl-module-net-servent,5.34.3,47,88,7,16
perl-module-net-smtp,5.34.3,63,52,21,1
perl-module-net-time,5.34.3,62,3,7,62
perl-module-next,5.34.3,2,40,7,71
perl-module-o,5.34.3,67,33,31,46
perl-module-ok,5.34.3,89,48,21,78
perl-module-opcode,5.34.3,47,75,39,91
perl-module-open,5.34.3,34,99,86,90
perl-module-ops,5.34.3,21,73,28,84
perl-module-overload,5.34.3,54,63,54,79
perl-module-overload-numbers,5.34.3,49,17,100,92
perl-module-overloading,5.34.3,71,49,89,63
perl-module-params-check,5.34.3,86,75,81,46
perl-module-parent,5.34.3,8,11,25,56
perl-module-parse-cpan-meta,5.34.3,2,71,20,78
perl-module-perl-ostype,5.34.3,3,95,60,0
perl-module-perl5db,5.34.3,86,85,17,1
perl-module-perlfaq,5.34.3,57,93,10,61
perl-module-perlio,5.34.3,89,14,67,41
perl-module-perlio-encoding,5.34.3,11,5,22,14
perl-module-perlio-mmap,5.34.3,43,85,72,30
perl-module-perlio-scalar,5.34.3,29,17,8,61
perl-module-perlio-via,5.34.3,56,61,23,79
perl-module-perlio-via-quotedprint,5.34.3,69,24,17,50
perl-module-pod-checker,5.34.3,74,71,7,91
perl-module-pod-escapes,5.34.3,26,66,24,72
perl-module-pod-functions,5.34.3,19,51,89,52
perl-module-pod-html,5.34.3,69,44,10,9
perl-module-pod-man,5.34.3,54,70,76,36
perl-module-pod-parselink,5.34.3,50,13,46,8
perl-module-pod-perldoc,5.34.3,29,77,75,10
perl-module-pod-perldoc-baseto,5.34.3,94,59,84,75
perl-module-pod-perldoc-getoptsoo,5.34.3,39,21,96,69
perl-module-pod-perldoc-toansi,5.34.3,86,22,21,56
perl-module-pod-perldoc-tochecker,5.34.3,50,90,93,59
perl-module-pod-perldoc-toman,5.34.3,58,59,63,60
perl-module-pod-perldoc-tonroff,5.34.3,71,69,0,70
perl-module-pod-perldoc-topod,5.34.3,15,94,39,38
perl-module-pod-perldoc-tortf,5.34.3,49,63,35,43
perl-module-pod-perldoc-toterm,5.34.3,5,56,28,43
perl-module-pod-perldoc-totext,5.34.3,24,68,28,41
perl-module-pod-perldoc-totk,5.34.3,52,51,97,34
perl-module-pod-perldoc-toxml,5.34.3,60,68,100,2
perl-module-pod-simple,5.34.3,80,4,52,98
perl-module-pod-simple-blackbox,5.34.3,40,57,81,74
perl-module-pod-simple-checker,5.34.3,84,42,78,95
perl-module-pod-simple-debug,5.34.3,58,25,100,35
perl-module-pod-simple-dumpastext,5.34.3,16,14,96,91
perl-module-pod-simple-dumpasxml,5.34.3,54,72,23,44
perl-module-pod-simple-html,5.34.3,43,78,4,90
perl-module-pod-simple-htmlbatch,5.34.3,61,43,73,40
perl-module-pod-simple-htmllegacy,5.34.3,29,8,20,69
perl-module-pod-simple-justpod,5.34.3,75,10,88,71
perl-module-pod-simple-linksection,5.34.3,39,36,41,1
perl-module-pod-simple-methody,5.34.3,10,29,10,5
perl-module-pod-simple-progress,5.34.3,90,40,62,47
perl-module-pod-simple-pullparser,5.34.3,65,78,61,93
perl-module-pod-simple-pullparserendtoken,5.34.3,60,0,45,34
perl-module-pod-simple-pullparserstarttoken,5.34.3,68,90,36,2
perl-module-pod-simple-pullparsertexttoken,5.34.3,34,25,42,67
perl-module-pod-simple-pullparsertoken,5.34.3,47,42,68,59
perl-module-pod-simple-rtf,5.34.3,11,72,94,63
perl-module-pod-simple-search,5.34.3,9,37,68,18
perl-module-pod-simple-simpletree,5.34.3,93,100,87,67
perl-module-pod-simple-text,5.34.3,43,19,43,12
perl-module-pod-simple-textcontent,5.34.3,63,12,98,74
perl-module-pod-simple-tiedoutfh,5.34.3,84,8,48,9
perl-module-pod-simple-transcode,5.34.3,99,73,8,9
perl-module-pod-simple-transcodedumb,5.34.3,31,15,63,16
perl-module-pod-simple-transcodesmart,5.34.3,84,5,94,16
perl-module-pod-simple-xhtml,5.34.3,20,37,89,69
perl-module-pod-simple-xmloutstream,5.34.3,64,87,15,71
perl-module-pod-text,5.34.3,70,90,30,57
perl-module-pod-text-color,5.34.3,24,17,24,8
perl-module-pod-text-overstrike,5.34.3,22,33,1,1
perl-module-pod-text-termcap,5.34.3,82,88,59,91
perl-module-pod-usage,5.34.3,21,7,73,100
perl-module-posix,5.34.3,77,88,92,2
perl-module-re,5.34.3,100,84,82,51
perl-module-safe,5.34.3,54,82,80,11
perl-module-scalar-util,5.34.3,68,100,32,25
perl-module-sdbm-file,5.34.3,100,79,60,79
perl-module-search-dict,5.34.3,15,6,29,2
perl-module-selectsaver,5.34.3,99,32,68,90
perl-module-selfloader,5.34.3,80,42,80,98
perl-module-sigtrap,5.34.3,73,9,42,93
perl-module-socket,5.34.3,72,97,19,35
perl-module-sort,5.34.3,90,29,53,14
perl-module-storable,5.34.3,90,47,19,90
perl-module-sub-util,5.34.3,35,95,81,21
perl-module-subs,5.34.3,38,7,59,47
perl-module-symbol,5.34.3,81,57,16,3
perl-module-sys-hostname,5.34.3,7,37,68,40
perl-module-sys-syslog,5.34.3,62,14,13,92
perl-module-tap-base,5.34.3,93,51,35,40
perl-module-tap-formatter-base,5.34.3,61,82,74,66
perl-module-tap-formatter-color,5.34.3,35,96,4,79
perl-module-tap-formatter-console,5.34.3,80,34,81,86
perl-module-tap-formatter-console-parallelsession,5.34.3,26,56,50,84
perl-module-tap-formatter-console-session,5.34.3,78,17,66,91
perl-module-tap-formatter-file,5.34.3,51,28,84,93
perl-module-tap-formatter-file-session,5.34.3,31,69,92,23
perl-module-tap-formatter-session,5.34.3,93,19,8,87
perl-module-tap-harness,5.34.3,3,47,74,10
perl-module-tap-harness-env,5.34.3,16,70,12,18
perl-module-tap-object,5.34.3,58,0,28,17
perl-module-tap-parser,5.34.3,10,2,78,27
perl-module-tap-parser-aggregator,5.34.3,3,63,48,18
perl-module-tap-parser-grammar,5.34.3,81,9,50,93
perl-module-tap-parser-iterator,5.34.3,39,32,3,13
perl-module-tap-parser-iterator-array,5.34.3,48,63,20,27
perl-module-tap-parser-iterator-process,5.34.3,39,21,96,100
perl-module-tap-parser-iterator-stream,5.34.3,38,66,50,42
perl-module-tap-parser-iteratorfactory,5.34.3,44,53,27,49
perl-module-tap-parser-multiplexer,5.34.3,27,46,55,22
perl-module-tap-parser-result,5.34.3,3,43,47,27
perl-module-tap-parser-result-bailout,5.34.3,4,15,93,49
perl-module-tap-parser-result-comment,5.34.3,82,96,61,76
perl-module-tap-parser-result-plan,5.34.3,2,83,10,81
perl-module-tap-parser-result-pragma,5.34.3,0,92,51,52
perl-module-tap-parser-result-test,5.34.3,58,3,79,82
perl-module-tap-parser-result-unknown,5.34.3,76,33,62,71
perl-module-tap-parser-result-version,5.34.3,89,44,63,1
perl-module-tap-parser-result-yaml,5.34.3,60,100,43,17
perl-module-tap-parser-resultfactory,5.34.3,74,97,75,64
perl-module-tap-parser-scheduler,5.34.3,7,57,59,35
perl-module-tap-parser-scheduler-job,5.34.3,7,22,94,56
perl-module-tap-parser-scheduler-spinner,5.34.3,53,41,49,51
perl-module-tap-parser-source,5.34.3,93,29,56,48
perl-module-tap-parser-sourcehandler,5.34.3,83,20,77,59
perl-module-tap-parser-sourcehandler-executable,5.34.3,32,16,74,20
perl-module-tap-parser-sourcehandler-file,5.34.3,54,95,17,49
perl-module-tap-parser-sourcehandler-handle,5.34.3,76,71,91,59
perl-module-tap-parser-sourcehandler-perl,5.34.3,22,86,93,15
perl-module-tap-parser-sourcehandler-rawtap,5.34.3,32,82,49,69
perl-module-tap-parser-yamlish-reader,5.34.3,62,2,88,19
perl-module-tap-parser-yamlish-writer,5.34.3,24,62,25,75
perl-module-term-ansicolor,5.34.3,47,12,69,6
perl-module-term-cap,5.34.3,31,33,67,79
perl-module-term-complete,5.34.3,81,85,98,60
perl-module-term-readline,5.34.3,18,51,27,88
perl-module-test,5.34.3,44,47,9,7
perl-module-test-builder,5.34.3,70,33,33,41
perl-module-test-builder-formatter,5.34.3,47,46,23,20
perl-module-test-builder-io-scalar,5.34.3,64,55,70,46
perl-module-test-builder-module,5.34.3,58,67,83,33
perl-module-test-builder-tester,5.34.3,34,96,58,60
perl-module-test-builder-tester-color,5.34.3,27,21,23,43
perl-module-test-builder-tododiag,5.34.3,85,92,8,46
perl-module-test-harness,5.34.3,77,5,15,64
perl-module-test-more,5.34.3,67,59,79,94
perl-module-test-simple,5.34.3,17,3,64,89
perl-module-test-tester,5.34.3,76,53,44,75
perl-module-test-tester-capture,5.34.3,26,72,97,79
perl-module-test-tester-capturerunner,5.34.3,3,30,22,96
perl-module-test-tester-delegate,5.34.3,88,55,30,44
perl-module-test-use-ok,5.34.3,57,14,32,17
perl-module-test2,5.34.3,8,87,100,73
perl-module-test2-api,5.34.3,15,40,35,0
perl-module-test2-api-breakage,5.34.3,84,12,38,11
perl-module-test2-api-context,5.34.3,96,7,45,14
perl-module-test2-api-instance,5.34.3,98,74,31,7
perl-module-test2-api-interceptresult,5.34.3,28,41,62,38
perl-module-test2-api-interceptresult-event,5.34.3,36,44,93,72
perl-module-test2-api-interceptresult-facet,5.34.3,95,2,79,74
perl-module-test2-api-interceptresult-hub,5.34.3,10,52,94,44
perl-module-test2-api-interceptresult-squasher,5.34.3,100,48,75,52
perl-module-test2-api-stack,5.34.3,49,64,43,60
perl-module-test2-event,5.34.3,87,78,87,10
perl-module-test2-event-bail,5.34.3,9,5,39,56
perl-module-test2-event-diag,5.34.3,95,98,9,47
perl-module-test2-event-encoding,5.34.3,40,89,4,28
perl-module-test2-event-exception,5.34.3,19,72,96,83
perl-module-test2-event-fail,5.34.3,77,9,68,56
perl-module-test2-event-generic,5.34.3,23,90,6,33
perl-module-test2-event-note,5.34.3,76,88,68,68
perl-module-test2-event-ok,5.34.3,34,73,92,44
perl-module-test2-event-pass,5.34.3,44,84,83,51
perl-module-test2-event-plan,5.34.3,59,44,27,34
perl-module-test2-event-skip,5.34.3,42,58,39,75
perl-module-test2-event-subtest,5.34.3,97,84,0,82
perl-module-test2-event-tap-version,5.34.3,29,14,77,40
perl-module-test2-event-v2,5.34.3,10,89,69,66
perl-module-test2-event-waiting,5.34.3,41,76,90,96
perl-module-test2-eventfacet,5.34.3,85,30,62,39
perl-module-test2-eventfacet-about,5.34.3,68,95,56,72
perl-module-test2-eventfacet-amnesty,5.34.3,73,11,48,97
perl-module-test2-eventfacet-assert,5.34.3,43,69,22,18
perl-module-test2-eventfacet-control,5.34.3,52,47,19,3
perl-module-test2-eventfacet-error,5.34.3,27,22,45,78
perl-module-test2-eventfacet-hub,5.34.3,92,74,77,29
perl-module-test2-eventfacet-info,5.34.3,85,39,62,37
perl-module-test2-eventfacet-info-table,5.34.3,24,70,95,82
perl-module-test2-eventfacet-meta,5.34.3,71,4,84,52
perl-module-test2-eventfacet-parent,5.34.3,59,34,91,25
perl-module-test2-eventfacet-plan,5.34.3,91,32,94,65
perl-module-test2-eventfacet-render,5.34.3,55,67,13,27
perl-module-test2-eventfacet-trace,5.34.3,99,31,18,28
perl-module-test2-formatter,5.34.3,61,7,38,49
perl-module-test2-formatter-tap,5.34.3,24,65,28,65
perl-module-test2-hub,5.34.3,9,14,2,23
perl-module-test2-hub-interceptor,5.34.3,39,63,85,93
perl-module-test2-hub-interceptor-terminator,5.34.3,34,77,23,67
perl-module-test2-hub-subtest,5.34.3,82,4,56,8
perl-module-test2-ipc,5.34.3,83,10,30,7
perl-module-test2-ipc-driver,5.34.3,96,55,80,30
perl-module-test2-ipc-driver-files,5.34.3,96,51,8,47
perl-module-test2-tools-tiny,5.34.3,75,29,5,6
perl-module-test2-util,5.34.3,16,3,57,56
perl-module-test2-util-externalmeta,5.34.3,58,80,1,83
perl-module-test2-util-facets2legacy,5.34.3,25,39,31,57
perl-module-test2-util-hashbase,5.34.3,64,0,46,46
perl-module-test2-util-trace,5.34.3,14,79,96,37
perl-module-text-abbrev,5.34.3,65,18,69,56
perl-module-text-balanced,5.34.3,5,92,61,78
perl-module-text-parsewords,5.34.3,73,20,26,76
perl-module-text-tabs,5.34.3,83,77,88,5
perl-module-text-wrap,5.34.3,75,63,92,59
perl-module-thread,5.34.3,72,75,1,30
perl-module-thread-queue,5.34.3,21,15,27,62
perl-module-thread-semaphore,5.34.3,40,91,89,23
perl-module-threads,5.34.3,59,99,36,69
perl-module-threads-shared,5.34.3,46,41,60,5
perl-module-tie-array,5.34.3,61,65,1,13
perl-module-tie-file,5.34.3,56,52,98,87
perl-module-tie-handle,5.34.3,1,74,72,23
perl-module-tie-hash,5.34.3,93,44,73,82
perl-module-tie-hash-namedcapture,5.34.3,88,47,0,85
perl-module-tie-memoize,5.34.3,16,19,16,9
perl-module-tie-refhash,5.34.3,64,74,88,28
perl-module-tie-scalar,5.34.3,34,9,48,67
perl-module-tie-stdhandle,5.34.3,67,57,10,79
perl-module-tie-substrhash,5.34.3,62,68,12,15
perl-module-time-gmtime,5.34.3,59,54,91,42
perl-module-time-hires,5.34.3,75,12,89,83
perl-module-time-local,5.34.3,95,93,70,18
perl-module-time-localtime,5.34.3,55,90,6,33
perl-module-time-piece,5.34.3,22,67,59,71
perl-module-time-seconds,5.34.3,20,40,24,81
perl-module-time-tm,5.34.3,31,1,50,97
perl-module-unicode-collate,5.34.3,98,37,13,20
perl-module-unicode-collate-cjk-big5,5.34.3,6,49,51,27
perl-module-unicode-collate-cjk-gb2312,5.34.3,100,36,83,59
perl-module-unicode-collate-cjk-jisx0208,5.34.3,7,74,0,44
perl-module-unicode-collate-cjk-korean,5.34.3,86,43,63,99
perl-module-unicode-collate-cjk-pinyin,5.34.3,30,84,84,63
perl-module-unicode-collate-cjk-stroke,5.34.3,79,44,40,39
perl-module-unicode-collate-cjk-zhuyin,5.34.3,27,9,19,15
perl-module-unicode-collate-locale,5.34.3,4,69,7,59
perl-module-unicode-collate-locale-af,5.34.3,39,8,50,38
perl-module-unicode-collate-locale-ar,5.34.3,25,5,21,45
perl-module-unicode-collate-locale-as,5.34.3,55,11,16,96
perl-module-unicode-collate-locale-az,5.34.3,36,22,33,31
perl-module-unicode-collate-locale-be,5.34.3,98,55,16,21
perl-module-unicode-collate-locale-bn,5.34.3,81,13,46,98
perl-module-unicode-collate-locale-ca,5.34.3,62,30,76,19
